,ABV,Coin,Market Cap,Price
1656,YCC,Yuan Chain Coin,?,$0.013601
1657,VIKKY,VikkyToken,?,$0.000137
1658,FTO,FuturoCoin,?,$9.07
1659,TOTO,Tourist Token,?,$0.000081
1660,PSM,PRASM,?,$0.002571
1661,XUC,Exchange Union,?,$4.49
1662,INC,Influence Chain,?,$0.047983
1663,CBC,Cashbery Coin,?,$1.67
1664,LINA,Lina,?,$0.023138
1665,QNO,QYNO,?,$0.230951
1666,PKG,PKG Token,?,$0.000290
1667,BTN,BitNewChain,?,$0.057062
1668,EPLUS,EPLUS Coin,?,$3.17
1669,EST,Esports Token,?,$0.010110
1670,BIFI,Bitcoin File,?,$0.009201
1671,EDS,Endorsit,?,$0.000134
1672,COU,Couchain,?,$0.000033
1673,TOS,ThingsOperati...,?,$0.024029
1674,BQT,Blockchain Qu...,?,$0.028472
1675,UBTC,United Bitcoin,?,$3.10
1676,SLT,Social Lendin...,?,$0.012166
1677,MXM,Maximine Coin,?,$0.005528
1678,ABX,Arbidex,?,$0.034177
1679,CZR,CanonChain,?,$0.009509
1680,OWN,OWNDATA,?,$0.000218
1681,TOPC,TopChain,?,$0.006465
1682,DASC,DasCoin,?,$0.053815
1683,FAIR,FairGame,?,$0.005830
1684,PRS,PressOne,?,$0.047512
1685,DAC,Davinci Coin,?,$0.006883
1686,ACDC,Volt,?,$0.001070
1687,EBC,EBCoin,?,$0.001636
1688,HLC,HalalChain,?,$0.024643
1689,MOZO,Mozo Token,?,$0.012673
1690,BNN,BrokerNekoNet...,?,$0.000078
1691,DAV,DAV Token,?,$0.011002
1692,READ,Read,?,$0.005365
1693,LBTC,Lightning Bit...,?,$8.11
1694,EGCC,Engine,?,$0.000958
1695,RDC,Ordocoin,?,$0.000070
1696,AVINOC,AVINOC,?,$0.008304
1697,CARD,Cardstack,?,$0.002185
1698,OC,OceanChain,?,$0.001306
1699,CYFM,CyberFM,?,$0.000032
1700,HOLD,HOLD,?,$0.003259
1701,ATCC,ATC Coin,?,$0.016212
1702,FUNDZ,FundToken,?,$0.011832
1703,WETH,WETH,?,$274.90
1704,GBC,Gold Bits Coin,?,$0.470752
1705,GARD,Hashgard,?,$0.000164
1706,GET,Themis,?,$0.008217
1707,APL,Apollo Currency,?,$0.002446
1708,BNK,Bankera,?,$0.003297
1709,TMC,Timicoin,?,$0.062999
1710,SEER,SEER,?,$0.002435
1711,SCC,StockChain,?,$0.002625
1712,AT,AWARE,?,$0.004601
1713,SEN,Consensus,?,$0.005413
1714,IOV,Carlive Chain,?,$0.003310
1715,BWX,Blue Whale Token,?,$0.000560
1716,ESS,Essentia,?,$0.008786
1717,MCT,Master Contra...,?,$0.004088
1718,KEY,KEY,?,$0.002237
1719,PC,Promotion Coin,?,$0.000326
1720,IPC,IPChain,?,$0.204377
1721,WT,WeToken,?,$0.004718
1722,FKX,Knoxstertoken,?,$0.007367
1723,OTB,OTCBTC Token,?,$0.073244
1724,ABDT,Atlantis Blue...,?,$0.008633
1725,CAR,CarBlock,?,$0.003486
1726,PMA,PumaPay,?,$0.001371
1727,CRE,Cybereits,?,$0.011049
1728,SAL,SalPay,?,$0.022772
1729,KBC,Karatgold Coin,?,$0.005800
1730,BAAS,BaaSid,?,$0.001454
1731,IDT,InvestDigital,?,$0.011556
1732,SHOW,Show,?,$0.001169
1733,LEMO,LemoChain,?,$0.025743
1734,PDX,PayDay Coin,?,$1.62
1735,CDM,Condominium,?,$0.006611
1736,HSC,HashCoin,?,$0.000476
1737,WWB,Wowbit,?,$0.055531
1738,OPEN,Open Platform,?,$0.018979
1739,DACS,DACSEE,?,$0.008498
1740,THR,ThoreCoin,?,$22.62
1741,CLUB,ClubCoin,?,$0.532453
1742,EAG,EA Coin,?,$0.004501
1743,XMC,Monero Classic,?,$1.51
1744,BOC,BingoCoin,?,$0.143917
1745,LRN,Loopring [NEO],?,$0.075477
1746,MSD,MSD,?,$0.005185
1747,DELTA,DeltaChain,?,$0.000077
1748,PXC,Pixie Coin,?,$0.000700
1749,GTM,Gentarium,?,$1.18
1750,B2X,SegWit2x,?,$0.241444
1751,ETZ,Ether Zero,?,$0.097985
1752,ICR,InterCrone,?,$0.643393
1753,SPX,Sp8de,?,$0.000185
1754,CMS,COMSA [XEM],?,$0.144830
1755,NUG,Nuggets,?,$0.001291
1756,XID,Sphre AIR ,?,$0.039669
1757,DRG,Dragon Coins,?,$0.155084
1758,GVE,Globalvillage...,?,$0.001657
1759,ATMI,Atonomi,?,$0.011554
1760,BCDN,BlockCDN,?,$0.002699
1761,KXC,KingXChain,?,$0.000092
1762,SIC,Swisscoin,?,$0.000554
1763,QNT,Quant,?,$0.397591
1764,BOE,Bodhi [ETH],?,$0.039710
1765,DX,DxChain Token,?,$0.000355
1766,SC2,SecureCloudCoin,?,$0.032339
1767,MVL,Mass Vehicle ...,?,$0.002740
1768,IFC,Infinitecoin,?,$0.000065
1769,ZP,Zen Protocol,?,$0.974703
1770,IDOL,IDOL COIN,?,$0.000071
1771,LSTR,Luna Stars,?,$0.000312
1772,ECH,Etherecash,?,$0.006717
1773,RBMC,Rubex Money,?,$0.001593
1774,BKBT,BeeKan,?,$0.001668
1775,SDS,Alchemint Sta...,?,$0.009250
1776,WC,WINCOIN,?,$0.291481
1777,VDG,VeriDocGlobal,?,$0.008401
1778,PCO,Pecunio,?,$0.784124
1779,PWV,Wavebase,?,$0.002492
1780,ESN,Ethersocial,?,$0.079567
1781,CMS,COMSA [ETH],?,$0.138943
1782,GOD,Bitcoin God,?,$16.43
1783,VTHO,VeThor Token,?,$0.003508
1784,SWTC,Jingtum Tech,?,$0.001520
1785,PGN,Pigeoncoin,?,$0.000162
1786,GIC,Giant,?,$0.631350
1787,GCS,GameChain System,?,$0.001676
1788,YOU,YOU COIN,?,$0.007157
1789,EMPR,empowr coin,?,$0.223995
1790,COMP,Compound Coin,?,$0.000048
1791,BBK,Brickblock,?,$0.040107
1792,SCC,SiaCashCoin,?,$0.000021
1793,XAP,Apollon,?,$0.016458
1794,W3C,W3Coin,?,$0.000068
1795,MRPH,Morpheus.Network,?,$0.201768
1796,VCT,ValueCyberToken,?,$0.025412
1797,COTN,CottonCoin,?,$0.380660
1798,TCH,Thore Cash,?,$0.059698
1799,MEETONE,MEET.ONE,?,$0.003746
1800,NEWOS,NewsToken,?,$0.007285
1801,NRG,Energi,?,$0.348620
1802,BCV,BitCapitalVendor,?,$0.004622
1803,NCP,Newton Coin P...,?,$0.000011
1804,HRC,Haracoin,?,$0.128872
1805,HORUS,HorusPay,?,$0.017839
1806,HERO,Hero,?,$0.080845
1807,LUC,Level Up Coin,?,$0.003000
1808,KARMA,KARMA,?,$0.001006
1809,VITAE,Vitae,?,$0.211746
1810,GARY,President Joh...,?,$0.045012
1811,HYB,Hybrid Block,?,$0.025479
1812,ETT,EncryptoTel [...,?,$0.018351
1813,VULC,VULCANO,?,$0.007887
1814,ERC20,ERC20,?,$0.408599
1815,FTT,FarmaTrust,?,$0.002998
1816,BNC,Bionic,?,$0.000188
1817,SNIP,SnipCoin,?,$0.000322
1818,MORE,Mithril Ore,?,$27.90
1819,BWT,Bittwatt,?,$0.026942
1820,TDC,Trendercoin,?,$0.000101
1821,SVD,savedroid,?,$0.001114
1822,BBS,BBSCoin,?,$0.000006
1823,BTK,Bitcoin Token,?,$0.000071
1824,YLC,YoloCash,?,$0.001811
1825,TESLA,TeslaCoilCoin,?,$1.73
1826,YUKI,YUKI,?,$0.000071
1827,ABLX,ABLE,?,$0.001915
1828,XTRD,XTRD,?,$0.004254
1829,VIPS,Vipstar Coin,?,$0.000416
1830,TALAO,Talao,?,$0.092407
1831,BITCF,First Bitcoin...,?,$0.075204
1832,ESCO,EscrowCoin,?,$0.159964
1833,PRES,President Trump,?,$0.010390
1834,QUBE,Qube,?,$0.006127
1835,XOT,Internet of T...,?,$125.34
1836,EJOY,EJOY,?,$0.000186
1837,PCS,Pabyosi Coin ...,?,$0.048577
1838,WA,WA Space,?,$0.003393
1839,XBI,Bitcoin Incog...,?,$0.071753
1840,STR,Staker,?,$0.058861
1841,XMO,Monero Original,?,$1.47
1842,PTS,PitisCoin,?,$0.001876
1843,ORS,ORS Group,?,$0.035808
1844,BUBO,Budbo,?,$0.013953
1845,XXX,AdultChain,?,$0.011775
1846,NAM,NAM COIN,?,$0.000403
1847,VIVID,Vivid Coin,?,$0.163496
1848,DMC,DynamicCoin,?,$0.000138
1849,AEG,Aegeus,?,$0.024703
1850,TER,TerraNova,?,$0.470130
1851,NTK,NetKoin,?,$0.000028
1852,OBTC,Obitan Chain,?,$0.000006
1853,ONG,ONG,?,$1.10
1854,TKT,Twinkle,?,$0.006174
1855,SPN,Sapien,?,$0.002881
1856,XPAT,Bitnation,?,$0.000120
1857,FLM,FolmCoin,?,$0.021335
1858,SET,Swytch Energy...,?,$0.084004
1859,PASS,Blockpass,?,$0.015042
1860,ELI,Eligma Token,?,$0.018396
1861,LTHN,Lethean,?,$0.001971
1862,COR,CORION,?,$0.076935
1863,CEN,Centaure,?,$0.008680
1864,SUP,Superior Coin,?,$0.000812
1865,AREPA,Arepacoin,?,$0.003345
1866,XCLR,ClearCoin,?,$0.004667
1867,RTL,Rentledger,?,$0.000346
1868,IQT,iQuant,?,$0.029653
1869,PUREX,Purex,?,$0.080051
1870,ZENGOLD,ZenGold,?,$0.007591
1871,DWS,DWS,?,$0.062994
1872,PWR,Powercoin,?,$0.000069
1873,LST,Lendroid Supp...,?,$0.002170
1874,CANDY,Candy,?,$0.000056
1875,HIGHT,HighCoin,?,$0.000065
1876,GIO,Graviocoin,?,$0.000597
1877,ACC,ACChain,?,$0.058861
1878,BIT,First Bitcoin,?,$0.011288
1879,DNZ,Adenz,?,$0.138497
1880,CSM,Consentium,?,$1.50
1881,RCD,RECORD,?,$0.011521
1882,EMB,EmberCoin,?,$4e-07
1883,ATC,Arbitracoin,?,$0.006163
1884,GBG,Golos Gold,?,$0.030748
1885,SKR,Sakuracoin,?,$0.001454
1886,CROP,Cropcoin,?,$0.000853
1887,GRPH,Graphcoin,?,$0.025325
1888,CNET,ContractNet,?,$0.024725
1889,FRRN,Ferron,?,$0.001177
1890,CEFS,CryptopiaFeeS...,?,$623.35
1891,WYS,wys Token,?,$0.033370
1892,AKY,Akuya Coin,?,$0.001246
1893,SONO,SONO,?,$0.181016
1894,MERO,Mero,?,$0.030262
1895,EXC,Excaliburcoin,?,$0.000069
1896,ANI,Animecoin,?,$0.003882
1897,DFS,Defense,?,$0.030816
1898,XRY,Royalties,?,$0.000046
1899,C2C,C2C System,?,$0.008082
1900,LYNX,Lynx,?,$0.000012
1901,IFP,Infinipay,?,$0.006010
1902,ZSE,ZSEcoin,?,$0.004917
1903,BTCM,BTCMoon,?,$0.002080
1904,QURO,Qurito,?,$0.012396
1905,FRGC,Fargocoin,?,$0.084000
1906,SIGMA,SIGMAcoin,?,$0.003080
1907,SEAL,Seal Network,?,$0.004057
1908,CHEAP,Cheapcoin,?,$0.000277
1909,QBT,Cubits,?,$0.001385
1910,QBIT,Qubitica,?,$2.63
1911,GES,Galaxy eSolut...,?,$0.006493
1912,ELITE,Ethereum Lite,?,$0.214394
1913,XRA,Xriba,?,$0.053199
1914,ERA,ERA,?,$0.007665
1915,BLAZR,BlazerCoin,?,$0.000828
1916,SLOTH,Slothcoin,?,$0.000002
1917,MARX,MarxCoin,?,$0.000980
1918,PROUD,PROUD Money,?,$0.011199
1919,CLD,Cloud,?,$0.019998
1920,OBT,Orbis Token,?,$0.014165
1921,ECT,SuperEdge,?,$0.000020
1922,UNRC,UniversalRoya...,?,$0.000360
1923,BET,BetaCoin,?,$0.001802
1924,ARLIZE,ARLIZE,?,$0.000415
1925,MRQ,MIRQ,?,$0.000692
1926,BSR,BitSoar,?,$0.000069
1927,BTE,BitSerial,?,$0.003183
1928,FRN,Francs,?,$0.009336
1929,HDLB,HODL Bucks,?,$0.015165
1930,AXIOM,Axiom,?,$0.008171
1931,LEVO,Levocoin,?,$0.000208
1932,TWIST,TWIST,?,$0.003324
1933,ALTX,Alttex,?,$0.003641
1934,PRN,Protean,?,$0.000003
1935,BSN,Bastonet,?,$0.000016
1936,TLE,Tattoocoin (L...,?,$0.787842
1937,BITX,BitScreener T...,?,$0.014532
1938,ACES,Aces,?,$0.000138
1939,DML,Decentralized...,?,$0.006613
1940,CEDEX,CEDEX Coin,?,$0.117015
1941,GMX,GoldMaxCoin,?,$0.000346
1942,SJW,SJWCoin,?,$0.000208
1943,RBBT,RabbitCoin,?,$0.000003
1944,XQN,Quotient,?,$0.001872
1945,MAGN,Magnetcoin,?,$0.038364
1946,MINEX,Minex,?,$0.005263
1947,LATINO,Latino Token,?,$0.000373
1948,FAP,FAPcoin,?,$0.000554
1949,SJCX,Storjcoin X,?,$0.495101
1950,DGS,Dragonglass,?,$0.000554
1951,ABC,Alphabit,?,$30.50
1952,SHA,SHACoin,?,$0.000347
1953,NEOG,NEO GOLD,?,$0.001039
1954,HPY,Hyper Pay,?,$0.003850
1955,GRX,GOLD Reward T...,?,$0.003426
1956,WIC,Wi Coin,?,$0.000415
1957,SGCC,Super Game Chain,?,$0.000364
1958,BTBc,Bitbase,?,$0.000346
1959,RICHX,RichCoin,?,$0.002424
1960,RUNNERS,Runners,?,$0.000208
1961,TELL,Tellurion,?,$0.000070
1962,DUTCH,Dutch Coin,?,$0.000208
1963,BITOK,Bitok,?,$0.000069
1964,BIRDS,Birds,?,$0.000208
1965,ANTX,Antimatter,?,$0.000069
1966,AV,AvatarCoin,?,$0.040205
1967,SMOKE,Smoke,?,$0.023139
1968,EPC,Electronic PK...,?,$0.010318
1969,STEX,STEX,?,$0.831821
1970,GDC,GrandCoin,?,$0.000070
1971,KDC,KlondikeCoin,?,$0.006452
1972,CFC,CoffeeCoin,?,$0.000622
1973,CRYPT,CryptCoin,?,$0.032454
1974,HYPER,Hyper,?,$0.005642
1975,DON,Donationcoin,?,$0.000630
1976,SAK,Sharkcoin,?,$0.002320
1977,BUB,Bubble,?,$0.005789
1978,OMC,Omicron,?,$0.071186
1979,RCN,Rcoin,?,$0.000067
1980,REGA,Regacoin,?,$0.000280
1981,HALLO,Halloween Coin,?,$0.000142
1982,HNC,Huncoin,?,$0.000494
1983,TURBO,TurboCoin,?,$0.000069
1984,WINK,Wink,?,$0.000405
1985,ATMC,ATMCoin,?,$2.26
1986,NAMO,NamoCoin,?,$0.000212
1987,CYDER,Cyder,?,$0.000489
1988,HIGH,High Gain,?,$0.000201
1989,PLX,PlexCoin,?,$0.009041
1990,VLC,ValueChain,?,$0.022798
1991,INDI,Indicoin,?,$0.009776
1992,RBLX,Rublix,?,$0.073346
1993,FT,FCoin Token,?,?
1994,RPL,Rocket Pool,?,$0.406058
1995,KWH,KWHCoin,?,$0.003723
1996,CEN,Coinsuper Eco...,?,?
1997,MIB,MIB Coin,?,?
1998,AT,ABCC Token,?,?
1999,UNITY,SuperNET,?,$47.46
